latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
25.26783,98.31631,311.78,0.39,0.36,2023-12-01,1912,N,VIIRS,n,2,280.63,1.6,N,2
25.27114,98.31696,295.99,0.39,0.36,2023-12-01,1912,N,VIIRS,n,2,280.76,0.5,N,0
26.1905,91.80675,306.29,0.41,0.45,2023-12-01,1912,N,VIIRS,n,2,285.8,0.76,N,0
26.76083,83.19703,300.08,0.7,0.75,2023-12-01,1912,N,VIIRS,n,2,287.65,1.85,N,2
20.5336,85.91325,309.96,0.41,0.61,2023-12-01,1913,N,VIIRS,n,2,285.02,1.0,N,0
20.69737,85.55484,299.09,0.43,0.62,2023-12-01,1913,N,VIIRS,n,2,286.93,0.26,N,0
20.76242,85.29018,305.14,0.45,0.63,2023-12-01,1913,N,VIIRS,n,2,287.33,1.39,N,2
20.7825,85.26534,307.57,0.45,0.63,2023-12-01,1913,N,VIIRS,n,2,286.5,1.06,N,2
20.78331,85.25647,302.7,0.45,0.63,2023-12-01,1913,N,VIIRS,n,2,287.92,1.83,N,2
20.78837,85.26604,308.67,0.45,0.63,2023-12-01,1913,N,VIIRS,n,2,288.79,1.47,N,2
20.78878,85.26158,311.66,0.45,0.63,2023-12-01,1913,N,VIIRS,n,2,289.23,2.05,N,2
20.78918,85.25717,306.24,0.45,0.63,2023-12-01,1913,N,VIIRS,n,2,289.05,2.05,N,2
20.79547,85.2535,316.08,0.45,0.63,2023-12-01,1913,N,VIIRS,n,2,287.75,2.94,N,2
20.80726,85.25459,312.06,0.45,0.63,2023-12-01,1913,N,VIIRS,n,2,288.52,2.46,N,2
20.86436,84.99266,301.93,0.47,0.64,2023-12-01,1913,N,VIIRS,n,2,283.69,1.02,N,2
20.86742,84.99567,297.69,0.47,0.64,2023-12-01,1913,N,VIIRS,n,2,283.77,0.68,N,2
20.86783,84.99131,299.77,0.47,0.64,2023-12-01,1913,N,VIIRS,n,2,284.06,0.68,N,2
20.88354,84.98069,319.05,0.47,0.64,2023-12-01,1913,N,VIIRS,n,2,284.89,2.37,N,2
20.94203,86.05548,307.79,0.4,0.6,2023-12-01,1913,N,VIIRS,n,2,289.72,1.42,N,2
20.95379,85.00632,304.27,0.47,0.64,2023-12-01,1913,N,VIIRS,n,2,285.74,2.29,N,2
20.95585,85.00744,311.65,0.47,0.64,2023-12-01,1913,N,VIIRS,n,2,285.8,1.86,N,2
20.95937,85.17497,302.82,0.46,0.64,2023-12-01,1913,N,VIIRS,n,2,287.48,1.47,N,2
20.96088,85.18755,303.25,0.46,0.64,2023-12-01,1913,N,VIIRS,n,2,288.33,1.9,N,2
20.96173,85.1786,303.98,0.46,0.64,2023-12-01,1913,N,VIIRS,n,2,288.39,1.74,N,2
20.96216,85.17406,315.89,0.46,0.64,2023-12-01,1913,N,VIIRS,n,2,288.63,1.74,N,2
20.96259,85.16949,303.29,0.46,0.64,2023-12-01,1913,N,VIIRS,n,2,288.39,2.3,N,2
20.96411,85.18909,304.74,0.46,0.64,2023-12-01,1913,N,VIIRS,n,2,288.18,1.42,N,2
20.9649,85.18014,301.26,0.46,0.64,2023-12-01,1913,N,VIIRS,n,2,287.97,2.65,N,2
20.96492,85.01669,308.91,0.47,0.64,2023-12-01,1913,N,VIIRS,n,2,285.09,2.37,N,0
20.9653,85.17558,308.2,0.46,0.64,2023-12-01,1913,N,VIIRS,n,2,288.9,1.47,N,2
20.9657,85.17097,305.4,0.46,0.64,2023-12-01,1913,N,VIIRS,n,2,288.23,1.47,N,2
20.96704,85.01788,327.42,0.47,0.64,2023-12-01,1913,N,VIIRS,n,2,285.75,2.87,N,0
20.96744,85.01323,314.41,0.47,0.64,2023-12-01,1913,N,VIIRS,n,2,285.74,2.87,N,0
20.96809,85.17463,308.47,0.46,0.64,2023-12-01,1913,N,VIIRS,n,2,288.18,1.74,N,2
20.96853,85.17001,311.52,0.46,0.64,2023-12-01,1913,N,VIIRS,n,2,288.73,2.3,N,2
20.96992,86.00252,302.8,0.41,0.6,2023-12-01,1913,N,VIIRS,n,2,289.28,1.1,N,2
20.9709,85.01727,330.91,0.47,0.64,2023-12-01,1913,N,VIIRS,n,2,286.67,2.37,N,0
20.97123,85.17615,309.75,0.46,0.64,2023-12-01,1913,N,VIIRS,n,2,287.83,1.44,N,2
20.97134,85.01263,305.22,0.47,0.64,2023-12-01,1913,N,VIIRS,n,2,285.4,3.91,N,0
20.97164,85.17152,310.34,0.46,0.64,2023-12-01,1913,N,VIIRS,n,2,288.71,1.44,N,2
20.97343,85.01388,300.51,0.47,0.64,2023-12-01,1913,N,VIIRS,n,2,285.38,0.91,N,0
20.97346,86.00146,303.53,0.41,0.61,2023-12-01,1913,N,VIIRS,n,2,289.15,1.5,N,2
20.97446,85.13956,299.06,0.46,0.64,2023-12-01,1913,N,VIIRS,n,2,286.39,0.9,N,2
20.97487,85.13499,298.81,0.46,0.64,2023-12-01,1913,N,VIIRS,n,2,285.76,0.9,N,2
20.98756,85.12714,302.11,0.47,0.64,2023-12-01,1913,N,VIIRS,n,2,287.1,1.06,N,2
20.99974,86.0247,304.41,0.41,0.6,2023-12-01,1913,N,VIIRS,n,2,286.94,0.77,N,0
21.00086,86.01273,304.36,0.41,0.6,2023-12-01,1913,N,VIIRS,n,2,286.32,0.82,N,0
21.06493,85.03486,301.3,0.47,0.64,2023-12-01,1913,N,VIIRS,n,2,287.69,1.61,N,2
21.07348,85.04314,299.06,0.47,0.64,2023-12-01,1913,N,VIIRS,n,2,287.71,0.78,N,2
21.07651,85.04066,309.53,0.47,0.64,2023-12-01,1913,N,VIIRS,n,2,288.56,1.9,N,2
21.07991,85.03899,305.32,0.47,0.64,2023-12-01,1913,N,VIIRS,n,2,288.99,1.96,N,2
21.67405,82.07977,299.19,0.74,0.76,2023-12-01,1913,N,VIIRS,n,2,283.6,3.85,N,2
21.67536,84.03751,300.97,0.55,0.68,2023-12-01,1913,N,VIIRS,n,2,288.06,1.56,N,2
21.67657,84.03725,311.11,0.56,0.68,2023-12-01,1913,N,VIIRS,n,2,288.93,2.26,N,2
21.68176,84.03806,312.18,0.55,0.68,2023-12-01,1913,N,VIIRS,n,2,289.78,2.01,N,2
21.68297,84.03782,303.41,0.56,0.68,2023-12-01,1913,N,VIIRS,n,2,289.14,1.37,N,2
21.75509,84.02305,312.63,0.56,0.69,2023-12-01,1913,N,VIIRS,n,2,289.2,2.67,N,2
21.75684,83.84162,307.68,0.57,0.69,2023-12-01,1913,N,VIIRS,n,2,285.83,1.23,N,2
21.76195,84.01811,301.63,0.56,0.69,2023-12-01,1913,N,VIIRS,n,2,289.12,1.54,N,2
21.76316,84.0219,302.15,0.56,0.69,2023-12-01,1913,N,VIIRS,n,2,288.62,1.24,N,2
21.76332,83.84221,307.49,0.57,0.69,2023-12-01,1913,N,VIIRS,n,2,286.34,1.4,N,2
21.76359,84.01624,302.12,0.56,0.69,2023-12-01,1913,N,VIIRS,n,2,289.01,1.24,N,2
21.76789,84.0243,308.86,0.56,0.69,2023-12-01,1913,N,VIIRS,n,2,287.83,1.54,N,2
21.76835,84.01875,313.39,0.56,0.69,2023-12-01,1913,N,VIIRS,n,2,289.23,1.54,N,2
21.76957,84.0225,310.98,0.56,0.69,2023-12-01,1913,N,VIIRS,n,2,288.23,1.24,N,2
21.76999,84.01689,308.56,0.56,0.69,2023-12-01,1913,N,VIIRS,n,2,289.39,1.24,N,2
21.93158,85.22209,307.93,0.47,0.64,2023-12-01,1913,N,VIIRS,n,2,285.78,1.59,N,2
21.93197,85.21761,297.56,0.47,0.64,2023-12-01,1913,N,VIIRS,n,2,284.66,1.47,N,2
22.00587,82.66575,302.48,0.68,0.74,2023-12-01,1913,N,VIIRS,n,2,287.38,2.32,N,2
22.00677,82.66795,304.8,0.68,0.74,2023-12-01,1913,N,VIIRS,n,2,287.69,3.12,N,2
22.03747,83.35205,300.13,0.62,0.71,2023-12-01,1913,N,VIIRS,n,2,282.03,3.78,N,2
22.05416,88.12261,305.9,0.61,0.54,2023-12-01,1913,N,VIIRS,n,2,281.36,3.03,N,2
22.05477,88.12336,308.15,0.61,0.54,2023-12-01,1913,N,VIIRS,n,2,283.12,2.22,N,2
22.09713,85.35053,297.24,0.46,0.64,2023-12-01,1913,N,VIIRS,n,2,285.82,0.62,N,0
22.13092,85.4166,296.45,0.46,0.63,2023-12-01,1913,N,VIIRS,n,2,285.42,0.5,N,2
22.20923,84.85857,299.69,0.5,0.66,2023-12-01,1913,N,VIIRS,n,2,286.08,1.85,N,2
22.324,82.686,299.5,0.68,0.74,2023-12-01,1913,N,VIIRS,n,2,286.36,1.51,N,2
22.33223,82.65864,305.37,0.69,0.74,2023-12-01,1913,N,VIIRS,n,2,287.0,1.79,N,0
22.33269,82.65194,302.17,0.69,0.74,2023-12-01,1913,N,VIIRS,n,2,287.07,2.26,N,2
22.333,82.65907,303.5,0.69,0.74,2023-12-01,1913,N,VIIRS,n,2,287.18,2.04,N,0
22.3335,82.6524,300.23,0.69,0.74,2023-12-01,1913,N,VIIRS,n,2,287.02,2.04,N,2
22.35929,87.28946,307.39,0.35,0.57,2023-12-01,1913,N,VIIRS,n,2,288.92,0.89,N,2
22.3606,87.01594,303.55,0.36,0.58,2023-12-01,1913,N,VIIRS,n,2,289.0,1.19,N,2
22.36327,87.01931,307.96,0.36,0.58,2023-12-01,1913,N,VIIRS,n,2,287.97,1.71,N,2
22.36357,87.30041,310.27,0.35,0.57,2023-12-01,1913,N,VIIRS,n,2,288.8,1.43,N,2
22.36361,87.0157,308.7,0.36,0.58,2023-12-01,1913,N,VIIRS,n,2,289.05,1.5,N,2
22.3656,87.02019,298.65,0.36,0.58,2023-12-01,1913,N,VIIRS,n,2,287.59,1.12,N,2
22.36596,87.01661,318.37,0.36,0.58,2023-12-01,1913,N,VIIRS,n,2,289.75,2.43,N,2
22.36884,87.30104,310.11,0.35,0.57,2023-12-01,1913,N,VIIRS,n,2,288.57,0.99,N,2
22.36896,87.01638,306.78,0.36,0.58,2023-12-01,1913,N,VIIRS,n,2,288.46,1.5,N,2
22.36917,87.2976,314.31,0.35,0.57,2023-12-01,1913,N,VIIRS,n,2,288.02,0.99,N,2
22.37611,87.28096,315.22,0.35,0.57,2023-12-01,1913,N,VIIRS,n,2,289.3,1.22,N,2
22.37644,87.2775,310.12,0.35,0.57,2023-12-01,1913,N,VIIRS,n,2,288.57,1.22,N,2
22.59057,85.90659,302.22,0.43,0.62,2023-12-01,1913,N,VIIRS,n,2,287.63,0.99,N,2
22.59094,85.90228,303.71,0.43,0.62,2023-12-01,1913,N,VIIRS,n,2,287.92,0.99,N,2
22.7811,86.2032,306.02,0.42,0.61,2023-12-01,1913,N,VIIRS,n,2,288.52,1.38,N,2
22.78641,86.20794,300.53,0.42,0.61,2023-12-01,1913,N,VIIRS,n,2,288.76,1.16,N,2
22.78677,86.20379,311.03,0.42,0.61,2023-12-01,1913,N,VIIRS,n,2,289.94,1.97,N,2
22.79209,86.20842,302.59,0.42,0.61,2023-12-01,1913,N,VIIRS,n,2,289.16,1.16,N,2
22.79282,86.20019,304.7,0.42,0.61,2023-12-01,1913,N,VIIRS,n,2,288.88,1.97,N,3
22.79319,86.19604,304.58,0.42,0.61,2023-12-01,1913,N,VIIRS,n,2,289.73,2.44,N,3
22.79778,86.20889,302.6,0.42,0.61,2023-12-01,1913,N,VIIRS,n,2,288.52,4.2,N,2
22.79814,86.20481,367.0,0.42,0.61,2023-12-01,1913,N,VIIRS,h,2,289.92,5.77,N,2
22.7985,86.20071,301.05,0.42,0.61,2023-12-01,1913,N,VIIRS,n,2,288.73,5.77,N,2
22.85764,86.05511,301.23,0.43,0.62,2023-12-01,1913,N,VIIRS,n,2,285.52,1.46,N,2
22.87444,86.06115,310.25,0.42,0.61,2023-12-01,1913,N,VIIRS,n,2,288.31,1.78,N,2
22.87571,86.06361,304.23,0.43,0.62,2023-12-01,1913,N,VIIRS,n,2,287.9,0.98,N,2
15.86266,97.79691,305.62,0.43,0.38,2023-12-01,1914,N,VIIRS,n,2,281.64,1.07,N,0
16.41444,97.72627,303.53,0.43,0.38,2023-12-01,1914,N,VIIRS,n,2,287.88,0.78,N,0
16.41791,97.7269,303.78,0.43,0.38,2023-12-01,1914,N,VIIRS,n,2,287.77,0.78,N,2
29.9327,78.99511,296.65,0.38,0.43,2023-12-01,2051,N,VIIRS,n,2,281.02,1.39,N,0
30.49419,78.61771,299.62,0.54,0.42,2023-12-01,2051,N,VIIRS,n,2,281.58,1.1,N,0
30.85201,75.94881,298.74,0.42,0.37,2023-12-01,2051,N,VIIRS,n,2,285.07,0.67,N,0
31.08247,78.09095,297.08,0.5,0.41,2023-12-01,2051,N,VIIRS,n,2,277.99,0.95,N,0
31.39341,74.34202,307.74,0.39,0.36,2023-12-01,2051,N,VIIRS,n,2,283.58,0.91,N,0
31.60842,74.42002,295.68,0.39,0.36,2023-12-01,2051,N,VIIRS,n,2,285.32,0.47,N,0
31.61559,74.3756,308.86,0.39,0.36,2023-12-01,2051,N,VIIRS,n,2,284.5,0.79,N,2
31.62561,74.44056,299.91,0.39,0.36,2023-12-01,2051,N,VIIRS,n,2,284.68,0.54,N,0
31.65454,74.17553,301.7,0.38,0.36,2023-12-01,2051,N,VIIRS,n,2,284.46,0.46,N,0
32.08394,74.16418,306.8,0.38,0.36,2023-12-01,2051,N,VIIRS,n,2,282.94,0.75,N,2
32.10307,74.17255,298.15,0.38,0.36,2023-12-01,2051,N,VIIRS,n,2,283.88,0.21,N,0
32.29031,70.73849,302.9,0.44,0.39,2023-12-01,2051,N,VIIRS,n,2,287.69,1.02,N,2
32.29449,74.31304,296.86,0.38,0.36,2023-12-01,2051,N,VIIRS,n,2,284.92,0.54,N,0
32.29512,70.72956,297.28,0.45,0.39,2023-12-01,2051,N,VIIRS,n,2,284.87,1.13,N,2
32.57401,72.56522,298.92,0.4,0.37,2023-12-01,2051,N,VIIRS,n,2,288.76,0.77,N,2
32.72068,72.92458,302.51,0.39,0.36,2023-12-01,2051,N,VIIRS,n,2,284.39,1.17,N,2
32.72661,73.13895,306.96,0.39,0.36,2023-12-01,2051,N,VIIRS,n,2,287.76,0.57,N,2
32.88843,71.61516,313.46,0.42,0.38,2023-12-01,2051,N,VIIRS,n,2,287.97,1.83,N,2
33.13501,71.62289,297.27,0.42,0.38,2023-12-01,2051,N,VIIRS,n,2,284.63,0.52,N,0
33.13562,71.61842,305.73,0.42,0.38,2023-12-01,2051,N,VIIRS,n,2,284.96,1.3,N,0
33.29445,71.18256,315.76,0.44,0.38,2023-12-01,2051,N,VIIRS,n,2,282.01,1.18,N,0
33.38626,75.97443,295.78,0.4,0.37,2023-12-01,2051,N,VIIRS,n,2,272.83,0.7,N,0
33.40826,71.9391,302.89,0.42,0.37,2023-12-01,2051,N,VIIRS,n,2,282.94,0.51,N,0
33.54772,71.55064,295.23,0.43,0.38,2023-12-01,2051,N,VIIRS,n,2,284.98,0.44,N,2
33.59413,72.65456,300.9,0.4,0.37,2023-12-01,2051,N,VIIRS,n,2,281.61,0.56,N,0
33.68704,72.71134,296.8,0.4,0.37,2023-12-01,2051,N,VIIRS,n,2,282.96,0.88,N,2
33.69041,72.71203,304.78,0.4,0.37,2023-12-01,2051,N,VIIRS,n,2,284.78,1.19,N,2
33.80041,72.09938,296.61,0.41,0.37,2023-12-01,2051,N,VIIRS,n,2,283.46,0.71,N,0
33.91711,73.6879,307.53,0.39,0.36,2023-12-01,2051,N,VIIRS,n,2,278.19,0.77,N,0
26.64199,79.48125,301.52,0.47,0.48,2023-12-01,2052,N,VIIRS,n,2,287.25,0.62,N,2
26.7583,83.19946,302.26,0.39,0.59,2023-12-01,2052,N,VIIRS,n,2,288.75,0.67,N,2
27.66707,76.12782,299.25,0.46,0.39,2023-12-01,2052,N,VIIRS,n,2,287.2,1.11,N,2
27.66805,76.1302,306.94,0.46,0.39,2023-12-01,2052,N,VIIRS,n,2,288.45,1.03,N,2
27.68496,85.2992,304.09,0.49,0.65,2023-12-01,2052,N,VIIRS,n,2,281.89,0.98,N,0
27.69082,85.3011,302.31,0.49,0.65,2023-12-01,2052,N,VIIRS,n,2,282.19,0.98,N,0
28.00432,80.0109,297.95,0.47,0.48,2023-12-01,2052,N,VIIRS,n,2,286.22,0.26,N,0
28.01369,80.78264,305.11,0.52,0.5,2023-12-01,2052,N,VIIRS,n,2,286.0,1.25,N,0
28.16773,80.59688,308.57,0.51,0.49,2023-12-01,2052,N,VIIRS,n,2,285.91,1.31,N,0
28.20964,80.01318,305.32,0.47,0.48,2023-12-01,2052,N,VIIRS,n,2,286.5,0.73,N,0
28.21023,80.33234,301.84,0.49,0.49,2023-12-01,2052,N,VIIRS,n,2,286.19,0.69,N,0
28.38647,70.27213,307.57,0.43,0.38,2023-12-01,2052,N,VIIRS,n,2,285.71,1.14,N,0
28.38679,70.27446,307.13,0.43,0.38,2023-12-01,2052,N,VIIRS,n,2,285.83,0.91,N,0
28.64319,77.1412,297.16,0.49,0.4,2023-12-01,2052,N,VIIRS,n,2,286.94,0.32,N,0
29.1239,75.77873,299.11,0.43,0.38,2023-12-01,2052,N,VIIRS,n,2,286.21,0.41,N,2
29.4584,76.86906,299.22,0.46,0.39,2023-12-01,2052,N,VIIRS,n,2,287.3,0.83,N,2
29.46208,76.88973,299.79,0.46,0.39,2023-12-01,2052,N,VIIRS,n,2,288.57,1.97,N,0
29.72859,75.71396,329.52,0.42,0.38,2023-12-01,2052,N,VIIRS,n,2,285.56,3.38,N,0
30.30239,71.70172,296.16,0.4,0.37,2023-12-01,2052,N,VIIRS,n,2,284.9,0.48,N,0
30.30577,71.70236,297.19,0.4,0.37,2023-12-01,2052,N,VIIRS,n,2,283.66,0.48,N,0
30.59704,72.07294,295.23,0.4,0.37,2023-12-01,2052,N,VIIRS,n,2,283.84,0.29,N,0
20.96496,86.01234,300.03,0.77,0.77,2023-12-01,2053,N,VIIRS,n,2,285.66,1.86,N,2
21.00277,86.02596,298.82,0.77,0.77,2023-12-01,2053,N,VIIRS,n,2,285.52,1.56,N,0
21.67567,84.04025,302.26,0.56,0.69,2023-12-01,2053,N,VIIRS,n,2,288.31,1.53,N,2
21.6819,84.04202,302.55,0.56,0.69,2023-12-01,2053,N,VIIRS,n,2,288.54,1.08,N,2
21.75589,84.02295,309.82,0.56,0.69,2023-12-01,2053,N,VIIRS,n,2,289.18,2.99,N,2
21.75944,84.02303,305.69,0.56,0.69,2023-12-01,2053,N,VIIRS,n,2,289.28,3.0,N,2
21.76341,84.0193,304.93,0.56,0.69,2023-12-01,2053,N,VIIRS,n,2,289.05,3.23,N,2
21.76832,84.02646,311.1,0.56,0.69,2023-12-01,2053,N,VIIRS,n,2,287.6,0.92,N,2
21.76963,84.02104,308.22,0.56,0.69,2023-12-01,2053,N,VIIRS,n,2,288.76,2.86,N,2
21.77613,83.83036,302.15,0.54,0.68,2023-12-01,2053,N,VIIRS,n,2,287.34,2.9,N,2
21.77849,83.82983,310.99,0.54,0.68,2023-12-01,2053,N,VIIRS,n,2,287.94,1.81,N,2
21.87552,83.49763,299.6,0.52,0.66,2023-12-01,2053,N,VIIRS,n,2,285.15,0.89,N,2
21.92247,83.35461,302.53,0.5,0.66,2023-12-01,2053,N,VIIRS,n,2,286.24,2.24,N,2
21.92363,83.34972,315.42,0.5,0.66,2023-12-01,2053,N,VIIRS,n,2,287.67,2.24,N,2
21.93071,85.22303,303.99,0.66,0.73,2023-12-01,2053,N,VIIRS,n,2,286.0,2.28,N,2
21.98281,83.23293,299.2,0.49,0.65,2023-12-01,2053,N,VIIRS,n,2,285.27,1.5,N,2
22.04202,83.73956,300.26,0.53,0.67,2023-12-01,2053,N,VIIRS,n,2,286.19,4.21,N,2
22.04324,83.73445,340.56,0.53,0.67,2023-12-01,2053,N,VIIRS,n,2,287.59,4.21,N,2
22.04324,83.73883,306.48,0.53,0.67,2023-12-01,2053,N,VIIRS,n,2,286.76,5.05,N,2
22.04444,83.73371,350.06,0.53,0.67,2023-12-01,2053,N,VIIRS,n,2,288.66,6.39,N,2
22.04447,83.72935,323.16,0.53,0.67,2023-12-01,2053,N,VIIRS,n,2,287.34,8.15,N,0
22.04564,83.72855,301.56,0.53,0.67,2023-12-01,2053,N,VIIRS,n,2,286.65,6.39,N,0
22.20597,84.8506,299.19,0.61,0.71,2023-12-01,2053,N,VIIRS,n,2,286.87,1.44,N,2
22.20699,84.85088,299.74,0.61,0.71,2023-12-01,2053,N,VIIRS,n,2,286.77,1.91,N,2
22.21057,84.8646,299.12,0.61,0.71,2023-12-01,2053,N,VIIRS,n,2,288.08,1.66,N,2
22.59243,85.90638,300.22,0.7,0.75,2023-12-01,2053,N,VIIRS,n,2,285.8,1.36,N,2
22.59273,85.9037,297.74,0.7,0.75,2023-12-01,2053,N,VIIRS,n,2,285.82,1.4,N,2
22.78409,86.20671,306.26,0.72,0.75,2023-12-01,2053,N,VIIRS,n,2,286.79,1.9,N,2
22.78585,86.19986,298.46,0.72,0.75,2023-12-01,2053,N,VIIRS,n,2,286.38,2.59,N,2
22.79086,86.209,298.19,0.72,0.75,2023-12-01,2053,N,VIIRS,n,2,286.82,3.66,N,2
22.79443,86.19503,299.35,0.72,0.75,2023-12-01,2053,N,VIIRS,n,2,286.67,3.38,N,2
22.79616,86.20942,306.8,0.72,0.75,2023-12-01,2053,N,VIIRS,n,2,286.19,2.75,N,2
22.79802,86.20232,315.8,0.72,0.75,2023-12-01,2053,N,VIIRS,n,2,286.31,2.75,N,2
22.79941,86.20429,320.43,0.72,0.75,2023-12-01,2053,N,VIIRS,n,2,286.79,3.38,N,2
23.68659,86.39133,304.18,0.7,0.75,2023-12-01,2053,N,VIIRS,n,2,284.12,2.85,N,2
23.75614,86.40459,309.96,0.7,0.75,2023-12-01,2053,N,VIIRS,n,2,284.77,2.83,N,2
23.75645,86.40368,311.2,0.7,0.75,2023-12-01,2053,N,VIIRS,n,2,284.7,2.47,N,2
23.75786,86.39789,308.56,0.7,0.75,2023-12-01,2053,N,VIIRS,n,2,285.01,4.18,N,2
23.75821,86.39698,306.89,0.7,0.75,2023-12-01,2053,N,VIIRS,n,2,284.78,2.47,N,2
23.76465,86.39983,305.9,0.7,0.75,2023-12-01,2053,N,VIIRS,n,2,285.49,2.94,N,2
23.765,86.39892,306.92,0.7,0.75,2023-12-01,2053,N,VIIRS,n,2,285.64,2.47,N,2
23.76639,86.39303,301.79,0.7,0.75,2023-12-01,2053,N,VIIRS,n,2,285.24,2.94,N,2
23.76817,86.38609,302.83,0.7,0.75,2023-12-01,2053,N,VIIRS,n,2,284.54,2.88,N,2
23.76862,86.38515,302.32,0.7,0.75,2023-12-01,2053,N,VIIRS,n,2,284.63,5.9,N,2
23.77496,86.38799,307.54,0.7,0.75,2023-12-01,2053,N,VIIRS,n,2,284.94,2.88,N,2
23.77542,86.38702,307.1,0.7,0.75,2023-12-01,2053,N,VIIRS,n,2,284.34,3.98,N,2
23.77862,86.34525,300.73,0.7,0.75,2023-12-01,2053,N,VIIRS,n,2,276.46,5.41,N,2
23.7793,86.34442,301.62,0.69,0.75,2023-12-01,2053,N,VIIRS,n,2,278.55,4.44,N,2
23.77995,86.39698,304.82,0.7,0.75,2023-12-01,2053,N,VIIRS,n,2,284.87,1.43,N,2
23.78037,86.39596,306.4,0.7,0.75,2023-12-01,2053,N,VIIRS,n,2,285.09,3.98,N,2
23.78174,86.38996,299.39,0.7,0.75,2023-12-01,2053,N,VIIRS,n,2,284.65,2.93,N,2
24.68993,73.0022,306.18,0.39,0.36,2023-12-01,2053,N,VIIRS,n,2,289.28,1.11,N,2
25.26139,73.67675,297.62,0.4,0.37,2023-12-01,2053,N,VIIRS,n,2,286.5,0.38,N,0
25.29977,71.76947,299.7,0.38,0.36,2023-12-01,2053,N,VIIRS,n,2,288.73,0.18,N,0
26.25704,74.09762,297.97,0.4,0.37,2023-12-01,2053,N,VIIRS,n,2,287.88,0.36,N,0
26.87261,73.51731,303.11,0.39,0.36,2023-12-01,2053,N,VIIRS,n,2,287.02,0.57,N,2
26.87593,73.51799,296.97,0.39,0.36,2023-12-01,2053,N,VIIRS,n,2,286.92,0.57,N,2
26.87657,73.51408,297.87,0.39,0.36,2023-12-01,2053,N,VIIRS,n,2,286.97,0.93,N,2
26.87989,73.51477,299.63,0.39,0.36,2023-12-01,2053,N,VIIRS,n,2,286.89,0.83,N,2
26.89317,73.51746,297.94,0.39,0.36,2023-12-01,2053,N,VIIRS,n,2,286.58,0.37,N,0
26.92531,73.46764,301.24,0.39,0.36,2023-12-01,2053,N,VIIRS,n,2,286.61,0.67,N,2
26.92862,73.46832,297.04,0.39,0.36,2023-12-01,2053,N,VIIRS,n,2,286.75,0.62,N,2
18.72031,79.53484,315.47,0.34,0.56,2023-12-01,2054,N,VIIRS,n,2,291.46,1.66,N,2
19.91759,79.30959,303.74,0.62,0.54,2023-12-01,2054,N,VIIRS,n,2,291.03,1.55,N,0
20.10412,79.03019,303.02,0.59,0.53,2023-12-01,2054,N,VIIRS,n,2,290.72,1.09,N,0
20.76165,85.29591,297.31,0.7,0.75,2023-12-01,2054,N,VIIRS,n,2,283.34,1.45,N,0
20.76268,85.29189,301.71,0.7,0.75,2023-12-01,2054,N,VIIRS,n,2,283.78,1.5,N,2
20.78461,85.26229,301.55,0.7,0.75,2023-12-01,2054,N,VIIRS,n,2,282.68,1.38,N,2
20.78503,85.25954,302.97,0.7,0.75,2023-12-01,2054,N,VIIRS,n,2,283.06,1.52,N,2
20.78972,85.27087,296.22,0.7,0.75,2023-12-01,2054,N,VIIRS,n,2,282.81,1.38,N,0
20.79016,85.26818,300.55,0.7,0.75,2023-12-01,2054,N,VIIRS,n,2,283.08,1.17,N,2
20.79348,85.25452,305.17,0.7,0.75,2023-12-01,2054,N,VIIRS,n,2,283.13,2.63,N,2
20.7948,85.25051,298.7,0.69,0.75,2023-12-01,2054,N,VIIRS,n,2,282.48,3.35,N,2
20.80695,85.25862,305.89,0.7,0.75,2023-12-01,2054,N,VIIRS,n,2,284.35,1.7,N,2
20.80826,85.2546,301.45,0.69,0.75,2023-12-01,2054,N,VIIRS,n,2,284.58,2.76,N,2
20.86895,71.39737,306.75,0.39,0.36,2023-12-01,2054,N,VIIRS,n,2,293.16,1.16,N,2
20.91035,71.45789,309.6,0.39,0.36,2023-12-01,2054,N,VIIRS,n,2,292.66,0.6,N,2
20.94383,86.05687,299.83,0.77,0.77,2023-12-01,2054,N,VIIRS,n,2,286.59,2.0,N,2
20.95514,85.0072,300.05,0.67,0.73,2023-12-01,2054,N,VIIRS,n,2,282.97,1.42,N,2
20.95642,85.00689,300.15,0.67,0.73,2023-12-01,2054,N,VIIRS,n,2,283.45,1.08,N,2
20.96451,85.17632,303.49,0.68,0.74,2023-12-01,2054,N,VIIRS,n,2,284.11,3.35,N,2
20.96611,85.16984,305.84,0.68,0.74,2023-12-01,2054,N,VIIRS,n,2,284.39,2.59,N,2
20.9677,85.16339,299.69,0.68,0.74,2023-12-01,2054,N,VIIRS,n,2,284.68,2.59,N,2
20.97279,85.17187,319.0,0.68,0.74,2023-12-01,2054,N,VIIRS,n,2,283.81,3.96,N,2
20.97578,85.13065,297.84,0.68,0.74,2023-12-01,2054,N,VIIRS,n,2,283.26,1.72,N,2
20.98083,85.13921,298.39,0.68,0.74,2023-12-01,2054,N,VIIRS,n,2,282.96,1.21,N,2
21.07603,85.04156,313.67,0.67,0.73,2023-12-01,2054,N,VIIRS,n,2,282.85,3.4,N,2
21.07757,85.0352,296.69,0.67,0.73,2023-12-01,2054,N,VIIRS,n,2,283.32,2.42,N,2
21.07829,85.04147,313.02,0.67,0.73,2023-12-01,2054,N,VIIRS,n,2,282.93,2.1,N,2
